0.00.035.752 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.036.097 W srv  llama_server: -----------------
0.00.036.099 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.036.099 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.036.099 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.036.099 W srv  llama_server: -----------------
0.00.037.303 I srv    load_model: loading model '/mnt/raid0/llm/models/Qwen3.5-122B-A10B-MTP-GGUF/UD-Q4_K_M/Qwen3.5-122B-A10B-UD-Q4_K_M-00001-of-00003.gguf'
0.32.469.546 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.32.469.769 W llama_sampler_backend_support: device 'ROCm0' does not have support for op TOP_K needed for sampler 'top-k'
0.32.530.320 I srv  llama_server: model loaded
0.32.530.328 I srv  llama_server: listening on http://127.0.0.1:44025
0.32.974.270 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.32.974.374 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.44.118.718 I slot print_timing: id  0 | task 0 | n_decoded =    101, tg =  10.28 t/s, tg_3s =  10.28 t/s
0.47.258.553 I slot print_timing: id  0 | task 0 | n_decoded =    133, tg =  10.26 t/s, tg_3s =  10.19 t/s
0.50.398.699 I slot print_timing: id  0 | task 0 | n_decoded =    165, tg =  10.25 t/s, tg_3s =  10.19 t/s
0.53.563.807 I slot print_timing: id  0 | task 0 | n_decoded =    197, tg =  10.23 t/s, tg_3s =  10.11 t/s
0.56.707.474 I slot print_timing: id  0 | task 0 | n_decoded =    229, tg =  10.22 t/s, tg_3s =  10.18 t/s
0.59.876.062 I slot print_timing: id  0 | task 0 | n_decoded =    261, tg =  10.20 t/s, tg_3s =  10.10 t/s
1.03.078.573 I slot print_timing: id  0 | task 0 | n_decoded =    293, tg =  10.18 t/s, tg_3s =   9.99 t/s
1.06.080.597 I slot print_timing: id  0 | task 0 | n_decoded =    323, tg =  10.16 t/s, tg_3s =   9.99 t/s
1.09.081.061 I slot print_timing: id  0 | task 0 | n_decoded =    353, tg =  10.15 t/s, tg_3s =  10.00 t/s
1.12.252.185 I slot print_timing: id  0 | task 0 | n_decoded =    385, tg =  10.14 t/s, tg_3s =  10.09 t/s
1.15.455.482 I slot print_timing: id  0 | task 0 | n_decoded =    417, tg =  10.13 t/s, tg_3s =   9.99 t/s
1.18.477.198 I slot print_timing: id  0 | task 0 | n_decoded =    447, tg =  10.12 t/s, tg_3s =   9.93 t/s
1.21.504.573 I slot print_timing: id  0 | task 0 | n_decoded =    477, tg =  10.10 t/s, tg_3s =   9.91 t/s
1.24.516.093 I slot print_timing: id  0 | task 0 | n_decoded =    507, tg =  10.10 t/s, tg_3s =   9.96 t/s
1.27.543.345 I slot print_timing: id  0 | task 0 | n_decoded =    537, tg =  10.09 t/s, tg_3s =   9.91 t/s
1.30.561.331 I slot print_timing: id  0 | task 0 | n_decoded =    567, tg =  10.08 t/s, tg_3s =   9.94 t/s
1.33.601.433 I slot print_timing: id  0 | task 0 | n_decoded =    597, tg =  10.07 t/s, tg_3s =   9.87 t/s
1.36.657.757 I slot print_timing: id  0 | task 0 | n_decoded =    627, tg =  10.05 t/s, tg_3s =   9.82 t/s
1.39.745.944 I slot print_timing: id  0 | task 0 | n_decoded =    657, tg =  10.04 t/s, tg_3s =   9.71 t/s
1.42.810.973 I slot print_timing: id  0 | task 0 | n_decoded =    687, tg =  10.03 t/s, tg_3s =   9.79 t/s
1.45.867.498 I slot print_timing: id  0 | task 0 | n_decoded =    717, tg =  10.02 t/s, tg_3s =   9.82 t/s
1.48.913.670 I slot print_timing: id  0 | task 0 | n_decoded =    747, tg =  10.01 t/s, tg_3s =   9.85 t/s
1.51.085.079 I slot print_timing: id  0 | task 0 | prompt eval time =    1323.17 ms /    39 tokens (   33.93 ms per token,    29.47 tokens per second)
